home_club_name,away_goal_mean,away_goal_std,away_assist_mean,away_assist_std,home_goal_mean,home_goal_std,home_assist_mean,home_assist_std,away_club_name
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
